Gene.symbol,P.Value,logFC,Cell Line
CRAT,0.0134,0.43263101,HS578T
TIA1,0.00292,0.43263611,HS578T
PTPRF,0.00918,0.43265573,HS578T
DNAJB5,0.00754,0.43288677,HS578T
KIAA1549L,0.00427,0.43288923,HS578T
ACIN1,0.00368,0.43298747,HS578T
CTNS,0.0075,0.43356136,HS578T
PER3,0.0026,0.43356778,HS578T
SAMD15,0.0113,0.43359468,HS578T
LAPTM4A,0.00509,0.43359737,HS578T
CKAP5,0.00455,0.43360495,HS578T
SSX2IP,0.00574,0.4336638,HS578T
ATAD2B,0.0116,0.43374622,HS578T
PGBD2,0.00367,0.43394746,HS578T
WIPF2,0.00531,0.43402688,HS578T
FAM200A,0.00388,0.43424636,HS578T
BEND6,0.0401,0.4342727,HS578T
SANBR,0.0151,0.43429578,HS578T
SLC25A4,0.00389,0.43438136,HS578T
NOG,0.0117,0.43444921,HS578T
MICALL1,0.00909,0.43458304,HS578T
XRCC3,0.00927,0.43470239,HS578T
JMJD1C,0.00677,0.43478181,HS578T
ZSWIM9,0.016,0.43481046,HS578T
C2orf42,0.0128,0.43485066,HS578T
NIPSNAP2,0.00872,0.43524132,HS578T
LIN9,0.0049,0.43530464,HS578T
CENPM,0.00402,0.43563921,HS578T
PDGFD,0.0059,0.43569472,HS578T
RANGAP1,0.0088,0.43580303,HS578T
PIP4P1,0.0151,0.43598029,HS578T
ANKS1A,0.00331,0.43603418,HS578T
DLST,0.00398,0.43609613,HS578T
SCYL3,0.00405,0.43617595,HS578T
YY1,0.00412,0.43643753,HS578T
RAP2A,0.00862,0.43646765,HS578T
CCDC142,0.00797,0.43656218,HS578T
SF3B5,0.00227,0.43659719,HS578T
ACTR2,0.00265,0.43660512,HS578T
CAMSAP2,0.00621,0.43671227,HS578T
LAPTM5,0.0104,0.43671364,HS578T
RGS10,0.00432,0.43672677,HS578T
MTCH1,0.00283,0.43740156,HS578T
CDC45,0.00224,0.43740404,HS578T
RNF38,0.00357,0.43771618,HS578T
PCNT,0.00259,0.43777588,HS578T
PABPN1,0.00184,0.43792524,HS578T
IRF2BP1,0.00441,0.43812499,HS578T
TFRC,0.00433,0.43853393,HS578T
IPP,0.00359,0.43858979,HS578T
TMEM169,0.00815,0.4390713,HS578T
FAM120AOS,0.0113,0.43918258,HS578T
SGPP1,0.00219,0.43921511,HS578T
MND1,0.0224,0.43942088,HS578T
SRP54,0.0133,0.43986851,HS578T
SMARCC2,0.00253,0.44011543,HS578T
TRIM24,0.00391,0.44027013,HS578T
RPS29,0.00341,0.44031042,HS578T
H2AC17,0.00208,0.44037975,HS578T
MAJIN,0.00317,0.44045777,HS578T
RABIF,0.00257,0.44047222,HS578T
ZNF672,0.00611,0.44061196,HS578T
TSC22D2,0.00324,0.44065571,HS578T
RPAP2,0.0177,0.44067636,HS578T
NRG1,0.00332,0.44120569,HS578T
CORO6,0.00254,0.44131762,HS578T
TPTE,0.00227,0.4413985,HS578T
H2AX,0.00167,0.44163349,HS578T
SAFB2,0.0037,0.44178437,HS578T
APEX1,0.00362,0.44191989,HS578T
OFD1,0.00528,0.44204737,HS578T
BBX,0.00482,0.44213766,HS578T
ATF1,0.00329,0.44241568,HS578T
AMN1,0.00466,0.442613,HS578T
CCNB2,0.00316,0.44274933,HS578T
LAGE3,0.00541,0.4427837,HS578T
RSRC1,0.0108,0.44281947,HS578T
RRP36,0.00233,0.44283045,HS578T
LFNG,0.00437,0.44292754,HS578T
UQCRFS1,0.00281,0.44330015,HS578T
GPATCH11,0.00329,0.44348789,HS578T
BID,0.0162,0.44355975,HS578T
MED11,0.00228,0.44360108,HS578T
DDX1,0.003,0.44425177,HS578T
GART,0.00376,0.44479182,HS578T
E2F2,0.00202,0.44497133,HS578T
PBX4,0.00947,0.44525225,HS578T
ALDH4A1,0.00478,0.44527617,HS578T
CERS1,0.00736,0.44528409,HS578T
SOCS5,0.00144,0.44535841,HS578T
RPL10A,0.00205,0.44538804,HS578T
CPSF2,0.00531,0.44578582,HS578T
WBP1,0.00711,0.44619932,HS578T
WDR35,0.00518,0.4463936,HS578T
NUAK1,0.0101,0.44641194,HS578T
ZFYVE9,0.0022,0.44653413,HS578T
TARBP1,0.00159,0.44658367,HS578T
YWHAQ,0.00297,0.44659319,HS578T
SYNGR2,0.00216,0.44667492,HS578T
SGO2,0.00893,0.44692739,HS578T
APIP,0.00293,0.44696692,HS578T
ABCA7,0.00366,0.44719489,HS578T
RFX8,0.0168,0.44739697,HS578T
EXD2,0.00216,0.4475245,HS578T
DGCR2,0.00229,0.44845671,HS578T
RIPK4,0.00295,0.44857604,HS578T
CD46,0.00231,0.44876786,HS578T
RUBCN,0.00249,0.44911251,HS578T
GPANK1,0.00323,0.44917359,HS578T
DBF4,0.00549,0.44946266,HS578T
PIGX,0.00237,0.44953783,HS578T
TCTN2,0.00226,0.44962849,HS578T
PIGF,0.00604,0.44981562,HS578T
HOXC11,0.00148,0.45023384,HS578T
CCNB3,0.00417,0.45050936,HS578T
ZNF300,0.00598,0.45060064,HS578T
GSTM4,0.00171,0.45069107,HS578T
TTK,0.00184,0.4508935,HS578T
METTL24,0.00265,0.45094909,HS578T
NAMPT,0.00469,0.45135198,HS578T
TMEM39B,0.0181,0.45139355,HS578T
C18orf54,0.00648,0.45158612,HS578T
ACTR3B,0.00643,0.45189872,HS578T
EML4,0.00264,0.45201659,HS578T
FAM117B,0.00208,0.45221398,HS578T
TMEM183A,0.00269,0.45227309,HS578T
TWNK,0.00372,0.45332785,HS578T
SIDT2,0.0051,0.45349164,HS578T
SRSF7,0.00302,0.45357651,HS578T
BIRC2,0.00294,0.45372863,HS578T
TAF5L,0.00514,0.45403991,HS578T
USP16,0.00274,0.45430178,HS578T
YIPF3,0.0025,0.45443112,HS578T
OSGEP,0.00138,0.45457592,HS578T
DLX1,0.00177,0.45458465,HS578T
CHMP3,0.00276,0.45479777,HS578T
NUDT12,0.00545,0.45533941,HS578T
PRMT5,0.00224,0.45557019,HS578T
ABCB8,0.00176,0.45574159,HS578T
TYMS,0.00204,0.4558227,HS578T
CFB,0.00818,0.4558533,HS578T
AHCTF1,0.00254,0.4559334,HS578T
ZNF230,0.00222,0.45610256,HS578T
EEA1,0.00307,0.45624982,HS578T
EZR,0.00164,0.45638437,HS578T
ERCC6L2,0.00906,0.45664196,HS578T
ATP1A3,0.00419,0.45675196,HS578T
WFS1,0.0145,0.456864,HS578T
AGAP4,0.00198,0.45728618,HS578T
WSB1,0.00392,0.45732027,HS578T
CEP85,0.00515,0.45749186,HS578T
CCDC28A,0.0108,0.457508,HS578T
UNK,0.00214,0.45769228,HS578T
AR,0.0024,0.45782452,HS578T
ZNF382,0.00958,0.45813579,HS578T
HYLS1,0.00179,0.45813844,HS578T
ACAT1,0.00465,0.45822803,HS578T
DYRK3,0.00378,0.4584206,HS578T
PCYT2,0.00285,0.45887298,HS578T
RPL22L1,0.00149,0.4589932,HS578T
MTRES1,0.00477,0.4593186,HS578T
FBXO33,0.00675,0.4593503,HS578T
EVI2A,0.013,0.45968221,HS578T
SNAP25,0.00471,0.45982881,HS578T
UBE2T,0.00238,0.46033898,HS578T
HTR1D,0.0028,0.46096061,HS578T
GALNT11,0.00756,0.46104139,HS578T
MAP3K5,0.00577,0.46153527,HS578T
SLC22A5,0.00144,0.46205172,HS578T
TACC3,0.00118,0.46208086,HS578T
SELPLG,0.00207,0.46208354,HS578T
NAA38,0.00142,0.46221717,HS578T
ECHS1,0.00254,0.46223868,HS578T
LEKR1,0.00165,0.46263917,HS578T
HIVEP1,0.0149,0.46288595,HS578T
ARID1A,0.00586,0.46347507,HS578T
AP3M1,0.00248,0.46374955,HS578T
IDI1,0.00442,0.46391388,HS578T
CEP192,0.0021,0.46420423,HS578T
H3C10,0.00163,0.46426341,HS578T
DDX59,0.0068,0.46428684,HS578T
MAD2L2,0.0017,0.4643218,HS578T
TPRKB,0.00263,0.46454887,HS578T
KCNE4,0.00645,0.4645785,HS578T
HLA-C,0.00206,0.46462495,HS578T
H2BC7,0.00134,0.46486606,HS578T
CNPY3,0.00694,0.46495149,HS578T
CCDC186,0.00373,0.46506722,HS578T
CASZ1,0.00301,0.46516058,HS578T
PLXDC1,0.00361,0.46548011,HS578T
BORA,0.00271,0.46632806,HS578T
AFTPH,0.00208,0.46644082,HS578T
FAM111A,0.00239,0.46662868,HS578T
ERF,0.00687,0.46683432,HS578T
CWF19L1,0.00204,0.46683742,HS578T
EXOC5,0.00464,0.46708892,HS578T
COX7A2L,0.0018,0.46709082,HS578T
KCTD3,0.00141,0.46710572,HS578T
ID4,0.00513,0.46722107,HS578T
FAXC,0.00416,0.46733758,HS578T
ANAPC15,0.0063,0.46737893,HS578T
RDH11,0.00117,0.46740342,HS578T
GP1BB,0.00288,0.46745081,HS578T
PLK4,0.00412,0.46764804,HS578T
ZNF85,0.00138,0.46780072,HS578T
RCC1,0.00239,0.46793342,HS578T
BRWD1,0.00148,0.46840881,HS578T
FLII,0.00399,0.46841655,HS578T
GINS4,0.00175,0.46885464,HS578T
BPHL,0.00179,0.46934448,HS578T
SMYD2,0.00126,0.46939978,HS578T
CCNL1,0.00369,0.46947785,HS578T
ARHGAP27,0.00277,0.46949825,HS578T
ADPRM,0.0045,0.46955863,HS578T
DNAJC6,0.0121,0.46966836,HS578T
SMURF2,0.00117,0.46975216,HS578T
OSBPL11,0.0015,0.47009831,HS578T
INO80B-WBP1,0.00106,0.47029022,HS578T
TBP,0.00186,0.47036451,HS578T
FOXM1,0.00276,0.47045566,HS578T
PLCE1,0.0105,0.47077451,HS578T
SPPL3,0.00197,0.47080982,HS578T
ITSN2,0.00226,0.47086027,HS578T
EHF,0.00185,0.47091797,HS578T
CGAS,0.00486,0.47092143,HS578T
FBXO5,0.00135,0.47098069,HS578T
PPP4R3A,0.00128,0.4712621,HS578T
PBX2,0.00173,0.47149393,HS578T
DUSP14,0.000847,0.47149943,HS578T
MARCHF3,0.00957,0.47170821,HS578T
POLR1A,0.00167,0.47183961,HS578T
ZNF493,0.0219,0.47210285,HS578T
H4C8,0.00235,0.47235145,HS578T
BRMS1L,0.00283,0.47260136,HS578T
PMEPA1,0.0015,0.47276861,HS578T
TMEM41A,0.00332,0.47291651,HS578T
SAV1,0.003,0.47296437,HS578T
ACSF2,0.0027,0.47302095,HS578T
NPHP3-ACAD11,0.00278,0.47323441,HS578T
CBX7,0.00358,0.47325892,HS578T
THAP7,0.00323,0.47382167,HS578T
HMGN4,0.00762,0.47427233,HS578T
TFAM,0.00218,0.47471392,HS578T
TIAF1,0.00347,0.47471564,HS578T
STAT2,0.00157,0.4747208,HS578T
ZNF22,0.00914,0.47474354,HS578T
NOL10,0.00183,0.47477452,HS578T
PSMA3,0.00162,0.47493909,HS578T
DCUN1D4,0.00528,0.47500519,HS578T
DNAAF10,0.0023,0.47535248,HS578T
SLC6A8,0.00177,0.47542584,HS578T
FAM136A,0.0212,0.4754268,HS578T
MKKS,0.00291,0.47556052,HS578T
XRCC1,0.00263,0.4756386,HS578T
GPR75-ASB3,0.00765,0.4757327,HS578T
COASY,0.00145,0.475792,HS578T
CDK6,0.00381,0.47610458,HS578T
ZNHIT3,0.00163,0.47662467,HS578T
PITPNC1,0.00348,0.4766939,HS578T
IL17RD,0.00171,0.47711088,HS578T
MBIP,0.00212,0.47711425,HS578T
CYP2S1,0.00127,0.47716041,HS578T
FICD,0.0131,0.47737492,HS578T
SNRPE,0.00247,0.47762685,HS578T
WDHD1,0.00123,0.47785096,HS578T
PRIM2,0.00122,0.47807464,HS578T
PATZ1,0.00225,0.47864137,HS578T
COL6A6,0.00371,0.47896467,HS578T
PSME4,0.0013,0.47913266,HS578T
ATG14,0.00215,0.47917168,HS578T
BCAS2,0.000961,0.47932527,HS578T
GPBP1L1,0.00149,0.47935308,HS578T
ADD3,0.0234,0.47948838,HS578T
KRR1,0.00123,0.47959527,HS578T
SRSF3,0.00108,0.47960312,HS578T
H2BC13,0.00137,0.47969263,HS578T
ARF6,0.0012,0.48001358,HS578T
H2BC9,0.00178,0.48009798,HS578T
BTBD7,0.00378,0.48060964,HS578T
SERAC1,0.0066,0.48062336,HS578T
XPO5,0.000695,0.48083884,HS578T
GTF2E1,0.00141,0.4808941,HS578T
SUMO3,0.00188,0.48093156,HS578T
H4C3,0.00263,0.48135031,HS578T
NMD3,0.00289,0.48145338,HS578T
GALNT7,0.00143,0.48147427,HS578T
MOB1A,0.00232,0.48148533,HS578T
SAP30L,0.00144,0.48149549,HS578T
HDHD5,0.00196,0.4815515,HS578T
KCNIP3,0.00366,0.48165328,HS578T
GNG2,0.00211,0.48173256,HS578T
CENPL,0.000788,0.48181111,HS578T
C1D,0.00482,0.4828699,HS578T
EXOSC3,0.00166,0.48308357,HS578T
DIS3L,0.00138,0.48313544,HS578T
DPH5,0.00446,0.48419237,HS578T
WDR26,0.000852,0.48455317,HS578T
PSMA6,0.00437,0.4851994,HS578T
ILRUN,0.00166,0.48536747,HS578T
H2AZ2,0.00134,0.48547292,HS578T
TMEM50B,0.00227,0.48557245,HS578T
KIF12,0.00537,0.4856298,HS578T
TBC1D19,0.00177,0.4857019,HS578T
PLOD2,0.00205,0.48584877,HS578T
PSMC6,0.00181,0.48589515,HS578T
CWC15,0.00119,0.48625633,HS578T
GYG1,0.00132,0.48627811,HS578T
AAK1,0.00132,0.48640735,HS578T
KIAA1958,0.00223,0.48671675,HS578T
PPM1G,0.00141,0.48726485,HS578T
LANCL3,0.00128,0.48727255,HS578T
UBA5,0.0016,0.48733596,HS578T
RIN3,0.00186,0.48745484,HS578T
PCBP1,0.00105,0.48753017,HS578T
FBRSL1,0.00305,0.48753494,HS578T
H1-10,0.00592,0.48787548,HS578T
IFT172,0.00131,0.48799577,HS578T
BUB1,0.000632,0.48801243,HS578T
RAE1,0.0013,0.48826378,HS578T
TRIAP1,0.00356,0.48829081,HS578T
PSMD2,0.00108,0.4883785,HS578T
CIP2A,0.00187,0.48840834,HS578T
ENO2,0.00265,0.48936219,HS578T
TM2D1,0.00237,0.4894898,HS578T
EXO1,0.00302,0.48968986,HS578T
KIF18B,0.0039,0.49005467,HS578T
MARS2,0.00318,0.4901444,HS578T
DDIT4,0.00101,0.49033489,HS578T
AZIN2,0.00326,0.49039102,HS578T
SERPINB6,0.00154,0.49040587,HS578T
MITF,0.00941,0.49047679,HS578T
USP54,0.00212,0.49094773,HS578T
GCLC,0.00213,0.49116374,HS578T
UBASH3B,0.000834,0.49119948,HS578T
ARL4A,0.00101,0.49142011,HS578T
RACGAP1,0.000791,0.49168482,HS578T
MXI1,0.0008,0.49170503,HS578T
SPRYD4,0.00772,0.49175724,HS578T
CASP6,0.00291,0.49210793,HS578T
MLH3,0.00264,0.49247415,HS578T
ARHGAP11B,0.00118,0.49258507,HS578T
EIPR1,0.0013,0.49272872,HS578T
MRGPRX4,0.00395,0.49287397,HS578T
USP34,0.00271,0.49291117,HS578T
FBXW9,0.00299,0.49294424,HS578T
TRIM8,0.00101,0.49327788,HS578T
RAB30,0.00115,0.49328159,HS578T
MDM1,0.0185,0.49461495,HS578T
DENND10,0.00161,0.49474373,HS578T
LRRC69,0.000916,0.49481879,HS578T
TOPBP1,0.000746,0.49518142,HS578T
ZNF766,0.00267,0.4954363,HS578T
CDKN1A,0.00118,0.49562817,HS578T
FADS2,0.000632,0.49563623,HS578T
FAM72B,0.0027,0.49656526,HS578T
BAG2,0.00122,0.49669858,HS578T
ABCF3,0.000867,0.49670255,HS578T
H2BC17,0.0032,0.49671026,HS578T
FDXACB1,0.00169,0.49697555,HS578T
SUPV3L1,0.00218,0.49773634,HS578T
ACADS,0.00591,0.49796673,HS578T
KATNA1,0.00277,0.49828629,HS578T
PUDP,0.0139,0.49832462,HS578T
ASAP2,0.00171,0.49842512,HS578T
SIPA1L3,0.00235,0.49855108,HS578T
CEP55,0.00136,0.49884113,HS578T
FAM24B,0.00164,0.4989608,HS578T
TRIB2,0.000872,0.49921444,HS578T
BNIP3L,0.00296,0.49936626,HS578T
FAM171B,0.00532,0.49978141,HS578T
WDR46,0.000928,0.50009974,HS578T
ODAPH,0.00269,0.5004695,HS578T
KLC4,0.00514,0.50115514,HS578T
NDUFB5,0.00374,0.50137549,HS578T
DNAJB11,0.00148,0.50182383,HS578T
PLGRKT,0.00257,0.50210554,HS578T
DBP,0.0015,0.50232445,HS578T
GPN1,0.00138,0.5028871,HS578T
ARHGEF18,0.000435,0.50295461,HS578T
GALNT16,0.00105,0.50297392,HS578T
NPC2,0.00159,0.50313204,HS578T
ATP6V1D,0.00187,0.50327384,HS578T
PASD1,0.00076,0.50350029,HS578T
CCNDBP1,0.00216,0.50354856,HS578T
CAST,0.00284,0.50359221,HS578T
TJAP1,0.00323,0.50392279,HS578T
LZTR1,0.000749,0.50411818,HS578T
MRPL35,0.000772,0.50443945,HS578T
TP53,0.000515,0.50448249,HS578T
RPS27A,0.000558,0.50512148,HS578T
SPDYA,0.000986,0.50517418,HS578T
ZNF594,0.00117,0.50548496,HS578T
STIL,0.000944,0.50578686,HS578T
BCAT2,0.00236,0.50590575,HS578T
CNRIP1,0.00286,0.50602724,HS578T
RPIA,0.00234,0.5062068,HS578T
AURKA,0.00266,0.50624234,HS578T
CHMP2A,0.00177,0.50658962,HS578T
SAYSD1,0.00188,0.50661205,HS578T
RANBP6,0.000994,0.50696907,HS578T
ZNF639,0.00315,0.50704946,HS578T
ME1,0.00108,0.50783714,HS578T
PTPN14,0.00106,0.50786514,HS578T
NUSAP1,0.00169,0.50791401,HS578T
DTNBP1,0.00406,0.50815648,HS578T
SF3B6,0.00179,0.50834057,HS578T
INPP5K,0.00107,0.50838055,HS578T
HSPA12A,0.00262,0.50872495,HS578T
SEL1L,0.00118,0.50922214,HS578T
FAM72A,0.00808,0.50948457,HS578T
CTSW,0.000733,0.50953266,HS578T
FOXN2,0.00196,0.51003479,HS578T
GOT1,0.00141,0.51006128,HS578T
TSNAX,0.00193,0.51047976,HS578T
MTA1,0.00257,0.51049254,HS578T
CBLB,0.000762,0.51060498,HS578T
TAF1B,0.00219,0.51060583,HS578T
TAF5,0.00113,0.51127332,HS578T
SMYD4,0.00225,0.5113897,HS578T
ABTB1,0.00411,0.51147712,HS578T
FBXO34,0.00145,0.51161446,HS578T
NARF,0.00373,0.5116911,HS578T
DCAF11,0.000599,0.5117888,HS578T
RNF181,0.000909,0.5118077,HS578T
ZNF559-ZNF177,0.000581,0.51189857,HS578T
ZNF888,0.000801,0.51197594,HS578T
ADGRA3,0.00603,0.51214136,HS578T
AAMDC,0.00711,0.51221886,HS578T
CDC42EP3,0.00173,0.51241066,HS578T
JADE2,0.00118,0.51283489,HS578T
DEPDC1B,0.00215,0.51292461,HS578T
ATXN1,0.000366,0.5132301,HS578T
EXOC2,0.00871,0.51366408,HS578T
TBCCD1,0.0015,0.51386336,HS578T
DENND4B,0.000974,0.51405584,HS578T
SCCPDH,0.00061,0.51418533,HS578T
GPX4,0.00117,0.51418561,HS578T
DMBX1,0.00166,0.51422364,HS578T
POLE2,0.000513,0.51459368,HS578T
RBPJ,0.000975,0.51480016,HS578T
CTSF,0.00786,0.51498069,HS578T
PSMC1,0.00126,0.51511406,HS578T
ATAD5,0.00373,0.51517634,HS578T
MAP3K9,0.000527,0.51518087,HS578T
PPP2R5E,0.000603,0.5153754,HS578T
YIPF4,0.000537,0.5154674,HS578T
POLR1H,0.00162,0.51562127,HS578T
DAAM1,0.00121,0.51706345,HS578T
COIL,0.000807,0.51707546,HS578T
SNAPC1,0.000358,0.51734512,HS578T
ALG9,0.00049,0.51806311,HS578T
MRPL47,0.00144,0.5181369,HS578T
RFC4,0.000858,0.51864984,HS578T
RTTN,0.00528,0.51874264,HS578T
ANKRD9,0.00644,0.51896058,HS578T
ZNF383,0.00661,0.51900942,HS578T
ZNF451,0.000909,0.51916102,HS578T
CPSF3,0.000388,0.51934442,HS578T
PCLAF,0.000688,0.51943636,HS578T
ABHD10,0.0017,0.52000151,HS578T
PPIF,0.000649,0.52003977,HS578T
ITGA2B,0.0125,0.52013165,HS578T
KIF18A,0.00116,0.52035459,HS578T
CCNK,0.00084,0.52060018,HS578T
ZMAT2,0.00165,0.5206947,HS578T
ZNF726,0.000695,0.52115315,HS578T
YAF2,0.00198,0.52154732,HS578T
FXR1,0.00138,0.52156849,HS578T
DEPDC7,0.00184,0.52166883,HS578T
MCM2,0.00044,0.522426,HS578T
PDK1,0.000416,0.52275258,HS578T
ZNF326,0.00114,0.52295801,HS578T
CDKN1B,0.00143,0.52337854,HS578T
FAM162A,0.000446,0.52341208,HS578T
TAPBP,0.000829,0.524105,HS578T
H2BC11,0.00074,0.52421563,HS578T
LRRC58,0.000596,0.52485955,HS578T
MTRF1,0.00952,0.52492825,HS578T
MIS18A,0.000558,0.52538327,HS578T
QSER1,0.000566,0.52547964,HS578T
TXNDC2,0.00129,0.52563495,HS578T
ZNF787,0.00289,0.52567145,HS578T
GYS1,0.000509,0.52567261,HS578T
FBXO48,0.00228,0.52606097,HS578T
ERG28,0.00133,0.52615482,HS578T
PHTF1,0.00249,0.52658775,HS578T
EXPH5,0.0012,0.52661927,HS578T
MYL6B,0.000292,0.5267025,HS578T
METTL7A,0.000971,0.52679936,HS578T
CARMIL1,0.000466,0.52684747,HS578T
NIPAL1,0.000345,0.52772948,HS578T
LINC01711,0.00218,0.52821968,HS578T
LYST,0.00238,0.52874485,HS578T
ALDH5A1,0.00197,0.52888068,HS578T
HPS3,0.000724,0.52893615,HS578T
RHNO1,0.000411,0.529335,HS578T
KRT19,0.00124,0.52959301,HS578T
ITGA6,0.000369,0.52964137,HS578T
WDR5B,0.00107,0.52978757,HS578T
RASSF4,0.000658,0.52980703,HS578T
RPS10,0.00119,0.53004867,HS578T
GEMIN6,0.00149,0.5303122,HS578T
SEC11C,0.000426,0.53058576,HS578T
TMEM106C,0.00172,0.53106617,HS578T
ANAPC16,0.000484,0.53110389,HS578T
TCP11L2,0.00136,0.53184347,HS578T
TMEM91,0.00166,0.53220201,HS578T
LLGL1,0.00155,0.5327522,HS578T
EVL,0.00392,0.53276256,HS578T
TOX4,0.000773,0.53287577,HS578T
TFAP2A,0.00122,0.53287646,HS578T
BRD8,0.00289,0.53401495,HS578T
SIX4,0.00103,0.53419929,HS578T
PLS1,0.00133,0.53434564,HS578T
VPS8,0.00149,0.53457947,HS578T
STK17B,0.000952,0.5346922,HS578T
H2AC11,0.000726,0.53475008,HS578T
TRMO,0.0014,0.53476673,HS578T
STYX,0.000568,0.53483462,HS578T
L2HGDH,0.000555,0.53512079,HS578T
ZMYND10,0.01,0.53519985,HS578T
CFL2,0.000883,0.53546996,HS578T
SEPHS1,0.00114,0.53574681,HS578T
DOCK2,0.00194,0.53586103,HS578T
ZNF148,0.000765,0.5360663,HS578T
TMEM160,0.000466,0.53614424,HS578T
AARS2,0.000338,0.53620971,HS578T
ATP11B,0.000369,0.53628822,HS578T
FRMD6,0.000492,0.53656826,HS578T
PHF10,0.00161,0.53695921,HS578T
NFKBIA,0.000279,0.53750183,HS578T
SOS1,0.00169,0.53766164,HS578T
SNX16,0.000774,0.53778553,HS578T
DZIP1,0.000628,0.53876345,HS578T
SOS2,0.00749,0.53879298,HS578T
SELENOI,0.000497,0.53886159,HS578T
BLOC1S3,0.000376,0.53900541,HS578T
CERK,0.00184,0.53933857,HS578T
ING2,0.000406,0.53955818,HS578T
ADAMTS5,0.0015,0.53973614,HS578T
BTN3A2,0.000496,0.53977199,HS578T
ABHD16A,0.000412,0.54039867,HS578T
HELQ,0.000446,0.54044126,HS578T
ABCB10,0.000816,0.54051644,HS578T
PREB,0.000382,0.54086137,HS578T
GRAMD2B,0.000897,0.54091198,HS578T
KDM4B,0.000477,0.54111394,HS578T
MCCC1,0.00628,0.54162687,HS578T
NRBP1,0.000277,0.5422181,HS578T
MYPN,0.000304,0.54223447,HS578T
ZNF284,0.00648,0.54230413,HS578T
GUSB,0.00342,0.5423959,HS578T
PINK1,0.00107,0.54279457,HS578T
NUCKS1,0.00171,0.54279627,HS578T
GSK3B,0.00136,0.54302641,HS578T
SOGA1,0.000613,0.54306867,HS578T
ZFAND4,0.00071,0.54406064,HS578T
PCGF1,0.000389,0.54422522,HS578T
PRR19,0.000313,0.54432576,HS578T
RFC1,0.00322,0.54452589,HS578T
DTWD2,0.00108,0.5450674,HS578T
HOMEZ,0.00419,0.54551048,HS578T
NCAPG,0.000496,0.54577693,HS578T
SCD5,0.000424,0.54584971,HS578T
DSEL,0.000543,0.54604864,HS578T
H3-3A,0.00176,0.54629078,HS578T
MRPL2,0.000611,0.54662366,HS578T
BAG6,0.000751,0.54708097,HS578T
SFXN5,0.00061,0.5471388,HS578T
SMIM13,0.00102,0.54748703,HS578T
TTC14,0.00858,0.54791418,HS578T
PBK,0.000809,0.54801465,HS578T
NCOA1,0.0008,0.54802522,HS578T
EIF2A,0.000313,0.54815667,HS578T
SLIT2,0.000818,0.54822608,HS578T
CENPE,0.000955,0.54847841,HS578T
POLG2,0.00158,0.5487409,HS578T
NRIP3,0.000601,0.54884452,HS578T
C1QL1,0.00106,0.54889883,HS578T
EPHX3,0.000549,0.54952081,HS578T
NEMP1,0.000568,0.54960102,HS578T
MRAS,0.00161,0.54967535,HS578T
ORMDL2,0.000721,0.55012269,HS578T
CAMK1G,0.0036,0.5501611,HS578T
PTTG1,0.000529,0.55097994,HS578T
EIF4A2,0.000856,0.55114311,HS578T
PDE7B,0.000438,0.55115056,HS578T
ZNF507,0.000244,0.5512438,HS578T
FBXO44,0.00131,0.55154574,HS578T
DBF4B,0.000404,0.55161076,HS578T
DDR1,0.00131,0.55203297,HS578T
NAA30,0.00443,0.55227919,HS578T
PPP1R13L,0.00151,0.55247993,HS578T
TM4SF1,0.000671,0.5524868,HS578T
SYNGAP1,0.00128,0.55255105,HS578T
ZNF701,0.000957,0.5525714,HS578T
CAP2,0.00114,0.55304482,HS578T
AURKB,0.000324,0.55324186,HS578T
PSG8,0.000494,0.55364023,HS578T
SLC2A11,0.000832,0.5536706,HS578T
EMC9,0.00187,0.55382627,HS578T
TMEM120A,0.00138,0.55387413,HS578T
ZKSCAN3,0.000425,0.55407466,HS578T
ZNF567,0.00108,0.55435743,HS578T
LRR1,0.000357,0.55452841,HS578T
C3orf33,0.00293,0.55455015,HS578T
HFE,0.000697,0.55460396,HS578T
FAM43A,0.00206,0.55482852,HS578T
PARG,0.00131,0.55509423,HS578T
DTD2,0.00828,0.55511206,HS578T
PHIP,0.000372,0.55550096,HS578T
ITPK1,0.00289,0.5555766,HS578T
PNMA1,0.000469,0.55580503,HS578T
DCP1B,0.00154,0.55580802,HS578T
GMPS,0.000672,0.55585179,HS578T
KCTD20,0.000196,0.55589804,HS578T
HOXB3,0.00481,0.55678877,HS578T
PSRC1,0.000662,0.55726954,HS578T
POU3F2,0.000759,0.55739772,HS578T
AREL1,0.000288,0.55765283,HS578T
SSR1,0.000619,0.55800135,HS578T
IMMT,0.000233,0.55824413,HS578T
SLIT3,0.000175,0.55843312,HS578T
NOSIP,0.00118,0.55851489,HS578T
YLPM1,0.000468,0.55898542,HS578T
ACP1,0.000342,0.55905184,HS578T
LSM14B,0.000414,0.55970382,HS578T
MAPK14,0.000328,0.56066875,HS578T
MRPL3,0.000416,0.56104467,HS578T
ADPRS,0.00161,0.56104825,HS578T
SEC62,0.000903,0.56162993,HS578T
NIPAL3,0.000999,0.56243964,HS578T
NGF,0.00103,0.56262863,HS578T
TMPO,0.00189,0.56274379,HS578T
SLC16A2,0.000331,0.56284599,HS578T
MPI,0.000738,0.56308685,HS578T
CCDC88A,0.000765,0.56403646,HS578T
DZIP3,0.00093,0.56486191,HS578T
ASAP3,0.0092,0.56490164,HS578T
ZXDC,0.000733,0.56490422,HS578T
